,CUSTOMER_ID,weighted_average,back_probability,percentage
5614,1590074,-0.2612481857764877,bad,51.37880986937591
8583,1876567,-0.2616666666666665,bad,51.37373737373737
466,138123,-0.26190476190476186,bad,51.37085137085137
3421,1166804,-0.26206896551724146,bad,51.36886102403344
2286,838023,-0.26222222222222213,bad,51.36700336700336
2465,900423,-0.2622950819672132,bad,51.36612021857923
590,176323,-0.26241134751773054,bad,51.36471093917903
9776,2015323,-0.26241134751773054,bad,51.36471093917903
976,320627,-0.2624521072796935,bad,51.36421688145827
10413,2074993,-0.26249999999999996,bad,51.36363636363637
4431,1429534,-0.2629870129870131,bad,51.35773317591499
3391,1159486,-0.2630769230769232,bad,51.35664335664335
10960,2122496,-0.26315789473684204,bad,51.35566188197767
11140,2134895,-0.2640692640692641,bad,51.34461498097861
6421,1661859,-0.2647527910685805,bad,51.33632980522932
9528,1989236,-0.26543209876543195,bad,51.328095772540216
9261,1960983,-0.266403162055336,bad,51.316325308420176
3039,1034561,-0.2666666666666666,bad,51.31313131313131
6357,1657814,-0.2673913043478262,bad,51.30434782608696
7906,1801170,-0.2675324675324675,bad,51.30263675718222
1043,340625,-0.2680722891566263,bad,51.29609346476817
8288,1840698,-0.2681242807825086,bad,51.295463263242326
11176,2137414,-0.2682926829268293,bad,51.293422025129345
10649,2095882,-0.2684210526315789,bad,51.291866028708135
2201,797702,-0.26857142857142846,bad,51.290043290043286
5923,1620207,-0.2686915887850465,bad,51.28858680260551
7899,1800500,-0.26875000000000004,bad,51.287878787878796
618,190787,-0.26916221033868126,bad,51.28288229892508
4527,1446661,-0.26953748006379574,bad,51.278333574984295
4064,1339673,-0.2697368421052633,bad,51.27591706539074
3874,1289053,-0.26984126984126977,bad,51.274651274651276
4444,1432442,-0.26990291262135924,bad,51.27390408943807
1243,426824,-0.27060439560439575,bad,51.26540126540126
10445,2077529,-0.270772238514174,bad,51.2633668058888
5007,1520958,-0.27083333333333326,bad,51.26262626262626
1831,644020,-0.27083333333333326,bad,51.26262626262626
6492,1669879,-0.270886075949367,bad,51.261986958189496
566,169967,-0.2712328767123289,bad,51.25778331257783
3645,1215151,-0.2714078374455733,bad,51.25566257641729
381,107839,-0.27142857142857135,bad,51.25541125541125
7018,1716849,-0.2714776632302405,bad,51.25481620326981
11345,2150949,-0.2717948717948717,bad,51.250971250971254
1875,662123,-0.27203065134099624,bad,51.24811331707883
7353,1745498,-0.27235772357723587,bad,51.24414880512441
9444,1980769,-0.27260726072607255,bad,51.24112411241124
8312,1843279,-0.2727272727272727,bad,51.23966942148761
6324,1654745,-0.2727272727272727,bad,51.23966942148761
4896,1501506,-0.2727272727272727,bad,51.23966942148761
2251,821315,-0.27272727272727293,bad,51.2396694214876
9918,2031460,-0.273076923076923,bad,51.235431235431236
2266,825641,-0.2733333333333332,bad,51.23232323232323
1407,515320,-0.2735849056603774,bad,51.22927387078331
808,248655,-0.2736318407960199,bad,51.228704960048255
9148,1949148,-0.273972602739726,bad,51.224574512245745
7433,1751697,-0.27397260273972623,bad,51.224574512245745
3302,1131543,-0.27407407407407414,bad,51.223344556677894
2992,1025521,-0.2743362831858407,bad,51.22016626441405
2872,981644,-0.27450980392156854,bad,51.21806298276886
6314,1653946,-0.27450980392156876,bad,51.21806298276886
1506,536363,-0.27462121212121193,bad,51.21671258034895
4012,1323849,-0.27464788732394374,bad,51.21638924455826
2429,889735,-0.27472527472527486,bad,51.21545121545121
6288,1650624,-0.2748538011695907,bad,51.213893319156476
78,30281,-0.27491408934707895,bad,51.21316255336874
2415,885973,-0.2749999999999999,bad,51.21212121212121
2588,917292,-0.27522935779816504,bad,51.20934111759801
9701,2007052,-0.275462962962963,bad,51.20650953984287
816,255967,-0.27555555555555555,bad,51.2053872053872
3101,1058260,-0.2758620689655171,bad,51.201671891327074
646,196673,-0.2759493670886075,bad,51.200613732259306
2357,861076,-0.2761904761904761,bad,51.1976911976912
2240,818711,-0.2761904761904761,bad,51.1976911976912
4130,1354164,-0.2763157894736843,bad,51.196172248803826
2746,944595,-0.27647058823529425,bad,51.194295900178254
7437,1751949,-0.27659574468085113,bad,51.19277885235333
9733,2010502,-0.27668845315904145,bad,51.191655113223746
10640,2095042,-0.2768361581920904,bad,51.18986474918679
10048,2043661,-0.27717391304347827,bad,51.185770750988134
7938,1804331,-0.2772486772486773,bad,51.184864518197855
10746,2104041,-0.2777777777777779,bad,51.178451178451176
1244,426848,-0.2777777777777777,bad,51.178451178451176
5219,1544671,-0.2777777777777779,bad,51.178451178451176
772,232265,-0.2785714285714287,bad,51.168831168831176
7670,1770872,-0.2789757412398923,bad,51.16393040921342
9800,2018140,-0.27941176470588225,bad,51.15864527629233
4317,1402674,-0.2802249297094659,bad,51.14878873079436
3222,1104905,-0.2804347826086957,bad,51.14624505928854
8395,1854503,-0.28055555555555545,bad,51.14478114478115
1952,690737,-0.28061224489795933,bad,51.14409400123686
10371,2072135,-0.2807971014492754,bad,51.14185331576636
1108,375320,-0.28125,bad,51.13636363636363
8329,1845341,-0.28205128205128216,bad,51.126651126651126
9325,1969009,-0.28205128205128216,bad,51.126651126651126
222,69137,-0.28214285714285703,bad,51.12554112554113
9687,2005959,-0.2822141560798548,bad,51.124676896001766
10100,2048710,-0.2828571428571429,bad,51.116883116883116
9438,1980165,-0.2833333333333332,bad,51.11111111111111
256,75275,-0.28365384615384603,bad,51.10722610722611
11403,2153919,-0.28376068376068364,bad,51.10593110593111
9378,1974867,-0.28455284552845517,bad,51.09632914510964
6358,1657951,-0.28505864354920973,bad,51.09019826000958
6255,1647860,-0.28525641025641013,bad,51.08780108780109
9030,1931976,-0.2857142857142856,bad,51.082251082251084
9254,1960464,-0.2857142857142858,bad,51.082251082251084
10043,2043258,-0.2857142857142856,bad,51.082251082251084
7553,1762259,-0.2857142857142858,bad,51.082251082251084
7153,1727289,-0.28640776699029113,bad,51.07384524860253
1503,535694,-0.2869198312236285,bad,51.06763840941056
7756,1782400,-0.28735632183908044,bad,51.06234761407175
5868,1615289,-0.28749999999999987,bad,51.06060606060606
302,85229,-0.28823529411764715,bad,51.05169340463458
3246,1111224,-0.288242730720607,bad,51.05160326399264
4095,1346275,-0.28828828828828823,bad,51.051051051051054
4025,1328028,-0.28846153846153855,bad,51.048951048951054
1337,469814,-0.2884990253411306,bad,51.04849666253175
3545,1193787,-0.28888888888888875,bad,51.043771043771045
900,302647,-0.288888888888889,bad,51.043771043771045
7334,1742145,-0.28915662650602414,bad,51.04052573932092
4344,1408331,-0.2894583576004659,bad,51.03686839272162
253,75008,-0.2895069532237673,bad,51.036279354863424
9065,1937701,-0.289655172413793,bad,51.03448275862069
9721,2009032,-0.29032258064516125,bad,51.02639296187683
3189,1093513,-0.2908163265306123,bad,51.02040816326531
3760,1255577,-0.2911051212938003,bad,51.016907620681216
2476,901529,-0.29166666666666674,bad,51.010101010101
10992,2125237,-0.29166666666666674,bad,51.010101010101
10327,2068787,-0.29166666666666674,bad,51.010101010101
8317,1843552,-0.2920754716981131,bad,51.00514579759863
9576,1993127,-0.2923976608187133,bad,51.00124047492469
3912,1299519,-0.29245283018867907,bad,51.00057175528874
6555,1675184,-0.2927927927927927,bad,50.996450996450996
6619,1681215,-0.2928571428571429,bad,50.99567099567099
7085,1722611,-0.29326923076923084,bad,50.990675990675996
2304,841771,-0.29344729344729337,bad,50.98851765518432
2623,921985,-0.2940476190476189,bad,50.98124098124098
11560,2161655,-0.2941176470588236,bad,50.98039215686274
4906,1503739,-0.29421768707482987,bad,50.97917955060812
3187,1092653,-0.2947368421052632,bad,50.972886762360446
58,26550,-0.2952380952380951,bad,50.96681096681097
4846,1493238,-0.2952380952380951,bad,50.96681096681097
8142,1824438,-0.2952380952380951,bad,50.96681096681097
5265,1549751,-0.2952380952380951,bad,50.96681096681097
4972,1514766,-0.2959830866807611,bad,50.95778076750593
6286,1650501,-0.2962962962962963,bad,50.953984287317624
4656,1466980,-0.29689440993788807,bad,50.9467344249953
2270,828499,-0.29698857736240925,bad,50.94559300166777
751,220682,-0.2969924812030076,bad,50.94554568238778
134,46145,-0.29714285714285715,bad,50.943722943722946
2388,877633,-0.29718875502008024,bad,50.943166605817204
5966,1623277,-0.29746835443038,bad,50.939777522056
9090,1941319,-0.2974910394265231,bad,50.93950255240578
8883,1911169,-0.2979591836734694,bad,50.93382807668522
2739,943222,-0.29863013698630114,bad,50.92569530925696
3083,1051032,-0.2987012987012987,bad,50.92483274301456
2899,988728,-0.29885057471264376,bad,50.92302333681644
249,74612,-0.2990654205607477,bad,50.92041914471821
2516,907385,-0.29934210526315796,bad,50.917065390749606
10977,2124032,-0.2999999999999998,bad,50.909090909090914
6874,1703337,-0.2999999999999998,bad,50.909090909090914
1223,424677,-0.3015873015873016,bad,50.8898508898509
5760,1604870,-0.30158730158730185,bad,50.889850889850884
8382,1853070,-0.3019607843137255,bad,50.8853238265003
9001,1926675,-0.30196078431372575,bad,50.88532382650028
11458,2156477,-0.3023255813953487,bad,50.88090204369274
9804,2018607,-0.3029827315541602,bad,50.8729365872223
4244,1383065,-0.3030612244897959,bad,50.87198515769944
2510,906920,-0.3040313549832028,bad,50.8602260002036
30,22934,-0.30434782608695654,bad,50.856389986824766
7368,1746846,-0.3047619047619048,bad,50.85137085137086
4962,1513141,-0.3051020408163265,bad,50.84724799010514
4366,1413243,-0.30541871921182295,bad,50.84340946409912
11075,2131276,-0.3055555555555556,bad,50.841750841750844
3306,1132502,-0.3058823529411765,bad,50.83778966131908
3683,1235661,-0.30612244897959195,bad,50.834879406307984
11562,2161709,-0.30612244897959195,bad,50.834879406307984
7227,1733600,-0.30612244897959195,bad,50.834879406307984
5932,1620764,-0.3063063063063063,bad,50.83265083265084
5580,1587067,-0.30639730639730645,bad,50.83154780124477
5332,1558418,-0.30645161290322576,bad,50.83088954056696
4976,1515565,-0.30645161290322576,bad,50.83088954056696
1903,668309,-0.30666666666666664,bad,50.82828282828283
6457,1666052,-0.30678466076696154,bad,50.826852596764105
3638,1213874,-0.3075933075933077,bad,50.81705081705081
2906,991063,-0.3076923076923077,bad,50.815850815850816
6271,1649574,-0.3080168776371306,bad,50.81191663470145
8054,1815115,-0.30837912087912067,bad,50.80752580752581
5417,1568677,-0.3090909090909093,bad,50.798898071625345
1334,468718,-0.30932203389830515,bad,50.79609655880842
5047,1525595,-0.30952380952380953,bad,50.79365079365079
6571,1676525,-0.30952380952380953,bad,50.79365079365079
1537,542395,-0.30952380952380953,bad,50.79365079365079
11628,2164526,-0.3099415204678362,bad,50.788587630692895
5899,1618082,-0.3099415204678362,bad,50.788587630692895
6710,1688498,-0.3107142857142857,bad,50.77922077922078
1798,627832,-0.3108465608465609,bad,50.777617444284104
2821,963107,-0.3111111111111111,bad,50.774410774410775
3514,1187144,-0.3125,bad,50.75757575757576
1445,524063,-0.31282051282051304,bad,50.75369075369075
10280,2065731,-0.31287297527706737,bad,50.75305484512646
10797,2107875,-0.3136363636363637,bad,50.743801652892564
11295,2147147,-0.31395348837209314,bad,50.73995771670191
7554,1762266,-0.3142857142857143,bad,50.73593073593074
4800,1486124,-0.3142857142857143,bad,50.73593073593074
10843,2112152,-0.3142857142857145,bad,50.73593073593072
1055,347877,-0.31497975708502013,bad,50.72751809593915
4991,1518368,-0.31506849315068486,bad,50.72644250726442
8193,1829679,-0.3152081563296516,bad,50.72474962024665
6807,1696066,-0.31555555555555537,bad,50.72053872053872
5645,1593808,-0.3156146179401995,bad,50.71982281284607
317,89517,-0.3157894736842106,bad,50.717703349282296
5956,1622515,-0.3162393162393162,bad,50.712250712250714
1253,431859,-0.3163265306122449,bad,50.71119356833642
10784,2107134,-0.31666666666666665,bad,50.70707070707071
1305,447331,-0.3170731707317074,bad,50.70214338507021
4198,1368987,-0.3172541743970314,bad,50.69994940124811
9449,1981421,-0.3174010455563854,bad,50.698169144771086
6503,1670547,-0.3178294573643412,bad,50.69297627437162
6022,1627824,-0.3181818181818181,bad,50.688705234159784
4181,1365252,-0.3181818181818181,bad,50.688705234159784
5080,1529258,-0.31897602600568886,bad,50.67907847265831
5473,1575699,-0.319047619047619,bad,50.678210678210675
5744,1603385,-0.3193650793650793,bad,50.67436267436267
4253,1384758,-0.3194444444444444,bad,50.67340067340067
7557,1762549,-0.3198757763975155,bad,50.66817240730283
10356,2070964,-0.31993006993007,bad,50.66751430387794
1436,522847,-0.32000000000000006,bad,50.66666666666666
1742,592673,-0.3208489388264668,bad,50.65637649907313
8547,1873436,-0.32110091743119273,bad,50.653322212955246
9150,1949858,-0.3214285714285712,bad,50.64935064935065
3758,1254891,-0.3214285714285712,bad,50.64935064935065
4175,1363869,-0.3214285714285712,bad,50.64935064935065
1104,369633,-0.32206255283178353,bad,50.641666026281406
3816,1271683,-0.3220973782771537,bad,50.64124389967086
2141,774888,-0.3223684210526314,bad,50.63795853269537
1810,631938,-0.32236842105263164,bad,50.63795853269537
7534,1760613,-0.3233233233233235,bad,50.62638395971728
3472,1179491,-0.3234265734265733,bad,50.62513244331426
11405,2154053,-0.32361111111111107,bad,50.622895622895626
5697,1598421,-0.32418300653594767,bad,50.615963557140034
2164,784214,-0.32467532467532445,bad,50.60999606454153
9344,1971323,-0.3246753246753247,bad,50.60999606454152
7247,1735406,-0.32558139534883734,bad,50.599013389711054
9923,2031866,-0.3265306122448979,bad,50.58750773036487
6563,1675962,-0.3265306122448979,bad,50.58750773036487
11371,2152042,-0.32702702702702724,bad,50.581490581490584
11216,2141121,-0.3287356321839081,bad,50.560780215952626
37,23917,-0.32952380952380955,bad,50.55122655122655
4572,1455199,-0.32986111111111116,bad,50.54713804713805
8232,1833980,-0.33012820512820507,bad,50.54390054390054
2705,933070,-0.3301587301587301,bad,50.543530543530544
786,235648,-0.3304195804195804,bad,50.54036872218691
2392,878586,-0.3308364544319602,bad,50.535315703855034
7966,1807349,-0.3311688311688312,bad,50.531286894923255
4359,1412253,-0.3316326530612246,bad,50.5256648113791
8936,1916843,-0.3316953316953315,bad,50.524905070359615
1924,679701,-0.3322580645161288,bad,50.51808406647117
1234,426374,-0.3324561403508772,bad,50.515683147262095
8914,1914832,-0.33333333333333304,bad,50.505050505050505
11245,2142838,-0.33333333333333326,bad,50.505050505050505
5925,1620238,-0.33333333333333326,bad,50.505050505050505
68,27908,-0.33333333333333326,bad,50.505050505050505
6977,1713343,-0.33333333333333326,bad,50.505050505050505
335,97666,-0.33333333333333326,bad,50.505050505050505
9046,1934700,-0.33333333333333326,bad,50.505050505050505
4107,1349078,-0.33333333333333326,bad,50.505050505050505
9414,1978100,-0.33333333333333326,bad,50.505050505050505
2198,797221,-0.33333333333333326,bad,50.505050505050505
572,171557,-0.33333333333333326,bad,50.505050505050505
1795,627238,-0.33333333333333326,bad,50.505050505050505
7623,1767292,-0.33333333333333326,bad,50.505050505050505
11251,2143606,-0.33333333333333326,bad,50.505050505050505
1802,630023,-0.33333333333333326,bad,50.505050505050505
9256,1960648,-0.33333333333333326,bad,50.505050505050505
7610,1766127,-0.33333333333333326,bad,50.505050505050505
2976,1022582,-0.33333333333333326,bad,50.505050505050505
8224,1832754,-0.33333333333333326,bad,50.505050505050505
5936,1621068,-0.33333333333333326,bad,50.505050505050505
4665,1468694,-0.33333333333333326,bad,50.505050505050505
7608,1766035,-0.33333333333333326,bad,50.505050505050505
4768,1482614,-0.33333333333333326,bad,50.505050505050505
10511,2084725,-0.33333333333333326,bad,50.505050505050505
7617,1766691,-0.33333333333333326,bad,50.505050505050505
9411,1977882,-0.33333333333333326,bad,50.505050505050505
1971,696425,-0.33333333333333326,bad,50.505050505050505
11156,2135946,-0.33333333333333326,bad,50.505050505050505
1415,517546,-0.33333333333333326,bad,50.505050505050505
4495,1440744,-0.33333333333333326,bad,50.505050505050505
6984,1714111,-0.33333333333333326,bad,50.505050505050505
635,195157,-0.33333333333333326,bad,50.505050505050505
6912,1707311,-0.33333333333333326,bad,50.505050505050505
2978,1022995,-0.33333333333333326,bad,50.505050505050505
7475,1754605,-0.33333333333333326,bad,50.505050505050505
8556,1873771,-0.33333333333333326,bad,50.505050505050505
2999,1026191,-0.33333333333333326,bad,50.505050505050505
9406,1977387,-0.33333333333333326,bad,50.505050505050505
3673,1227352,-0.33333333333333326,bad,50.505050505050505
5874,1615876,-0.33333333333333326,bad,50.505050505050505
10424,2075877,-0.33333333333333326,bad,50.505050505050505
6654,1683998,-0.33333333333333326,bad,50.505050505050505
813,252898,-0.33333333333333326,bad,50.505050505050505
1455,526203,-0.33333333333333326,bad,50.505050505050505
9755,2012919,-0.33333333333333326,bad,50.505050505050505
4142,1357646,-0.33333333333333326,bad,50.505050505050505
10429,2076263,-0.33333333333333326,bad,50.505050505050505
8688,1889956,-0.33333333333333326,bad,50.505050505050505
8820,1905168,-0.33333333333333326,bad,50.505050505050505
9894,2028989,-0.33333333333333326,bad,50.505050505050505
10457,2079165,-0.33333333333333326,bad,50.505050505050505
5064,1528008,-0.33333333333333326,bad,50.505050505050505
11217,2141145,-0.33333333333333326,bad,50.505050505050505
7564,1763201,-0.33333333333333326,bad,50.505050505050505
9657,2002750,-0.33333333333333326,bad,50.505050505050505
5885,1617009,-0.33333333333333326,bad,50.505050505050505
1016,332118,-0.33333333333333326,bad,50.505050505050505
6572,1676648,-0.33333333333333326,bad,50.505050505050505
3433,1169676,-0.33333333333333326,bad,50.505050505050505
7590,1765342,-0.33333333333333326,bad,50.505050505050505
311,88183,-0.33333333333333326,bad,50.505050505050505
2567,914123,-0.33333333333333326,bad,50.505050505050505
9229,1957716,-0.33333333333333326,bad,50.505050505050505
2799,957250,-0.33333333333333326,bad,50.505050505050505
5382,1563771,-0.33333333333333326,bad,50.505050505050505
1153,399180,-0.33333333333333326,bad,50.505050505050505
10502,2083865,-0.33333333333333326,bad,50.505050505050505
6967,1712605,-0.33333333333333326,bad,50.505050505050505
11185,2138183,-0.33333333333333326,bad,50.505050505050505
6668,1685022,-0.33333333333333326,bad,50.505050505050505
587,173452,-0.33333333333333326,bad,50.505050505050505
2522,907842,-0.33333333333333326,bad,50.505050505050505
10402,2074481,-0.33333333333333326,bad,50.505050505050505
8403,1855081,-0.33333333333333326,bad,50.505050505050505
6409,1660852,-0.33333333333333326,bad,50.505050505050505
591,178594,-0.33333333333333326,bad,50.505050505050505
8235,1834321,-0.33333333333333326,bad,50.505050505050505
5902,1618327,-0.33333333333333326,bad,50.505050505050505
11462,2156750,-0.33333333333333326,bad,50.505050505050505
2238,818537,-0.33333333333333326,bad,50.505050505050505
4131,1354485,-0.33333333333333326,bad,50.505050505050505
10409,2074856,-0.33333333333333326,bad,50.505050505050505
1772,604734,-0.33333333333333326,bad,50.505050505050505
5948,1621822,-0.33333333333333326,bad,50.505050505050505
8717,1892857,-0.33333333333333326,bad,50.505050505050505
9264,1961409,-0.33333333333333326,bad,50.505050505050505
11526,2159843,-0.33333333333333326,bad,50.505050505050505
3886,1291315,-0.33333333333333326,bad,50.505050505050505
2066,738910,-0.33333333333333326,bad,50.505050505050505
6087,1633702,-0.33333333333333326,bad,50.505050505050505
2621,921930,-0.33333333333333326,bad,50.505050505050505
1536,542371,-0.33333333333333326,bad,50.505050505050505
3103,1058505,-0.33333333333333326,bad,50.505050505050505
8767,1897418,-0.33333333333333326,bad,50.505050505050505
3466,1177145,-0.33333333333333326,bad,50.505050505050505
7111,1724400,-0.33333333333333326,bad,50.505050505050505
1194,416221,-0.33333333333333326,bad,50.505050505050505
4751,1480733,-0.33333333333333326,bad,50.505050505050505
8975,1922158,-0.33333333333333326,bad,50.505050505050505
5019,1522396,-0.33333333333333326,bad,50.505050505050505
10836,2111490,-0.33333333333333326,bad,50.505050505050505
388,110839,-0.33333333333333326,bad,50.505050505050505
7299,1739442,-0.33333333333333326,bad,50.505050505050505
6491,1669695,-0.33333333333333326,bad,50.505050505050505
8386,1853476,-0.33333333333333326,bad,50.505050505050505
10816,2109282,-0.33333333333333326,bad,50.505050505050505
3796,1263947,-0.33333333333333326,bad,50.505050505050505
11026,2127330,-0.33333333333333326,bad,50.505050505050505
5288,1553024,-0.33333333333333326,bad,50.505050505050505
9248,1959994,-0.33333333333333326,bad,50.505050505050505
10799,2107912,-0.33333333333333326,bad,50.505050505050505
11043,2128924,-0.33333333333333326,bad,50.505050505050505
7281,1738292,-0.33333333333333326,bad,50.505050505050505
4856,1495348,-0.33333333333333326,bad,50.505050505050505
7073,1721737,-0.33333333333333326,bad,50.505050505050505
11046,2129099,-0.33333333333333326,bad,50.505050505050505
7296,1739350,-0.33333333333333326,bad,50.505050505050505
11499,2158556,-0.33333333333333326,bad,50.505050505050505
3883,1290929,-0.33333333333333326,bad,50.505050505050505
1497,534819,-0.33333333333333326,bad,50.505050505050505
10885,2116105,-0.33333333333333326,bad,50.505050505050505
7141,1726480,-0.33333333333333326,bad,50.505050505050505
10949,2121772,-0.33333333333333326,bad,50.505050505050505
2852,973106,-0.33333333333333326,bad,50.505050505050505
10958,2122410,-0.33333333333333326,bad,50.505050505050505
9679,2005119,-0.33333333333333326,bad,50.505050505050505
6574,1677058,-0.33333333333333326,bad,50.505050505050505
10962,2122557,-0.33333333333333326,bad,50.505050505050505
3844,1279108,-0.33333333333333326,bad,50.505050505050505
6119,1635614,-0.33333333333333326,bad,50.505050505050505
858,284196,-0.33333333333333326,bad,50.505050505050505
1072,353694,-0.33333333333333326,bad,50.505050505050505
1911,672030,-0.33333333333333326,bad,50.505050505050505
10966,2123318,-0.33333333333333326,bad,50.505050505050505
1188,413572,-0.33333333333333326,bad,50.505050505050505
6114,1635386,-0.33333333333333326,bad,50.505050505050505
3372,1155112,-0.33333333333333326,bad,50.505050505050505
5344,1559835,-0.33333333333333326,bad,50.505050505050505
9440,1980271,-0.33333333333333326,bad,50.505050505050505
1909,671217,-0.33333333333333326,bad,50.505050505050505
6110,1635232,-0.33333333333333326,bad,50.505050505050505
426,128087,-0.33333333333333326,bad,50.505050505050505
21,21128,-0.33333333333333326,bad,50.505050505050505
7125,1725117,-0.33333333333333326,bad,50.505050505050505
8410,1856095,-0.33333333333333326,bad,50.505050505050505
8123,1822267,-0.33333333333333326,bad,50.505050505050505
9787,2016412,-0.33333333333333326,bad,50.505050505050505
4745,1479522,-0.33333333333333326,bad,50.505050505050505
8411,1856118,-0.33333333333333326,bad,50.505050505050505
2264,825320,-0.33333333333333326,bad,50.505050505050505
10779,2106410,-0.33333333333333326,bad,50.505050505050505
10773,2106236,-0.33333333333333326,bad,50.505050505050505
5953,1622348,-0.33333333333333326,bad,50.505050505050505
1418,517935,-0.33333333333333326,bad,50.505050505050505
2847,971836,-0.33333333333333326,bad,50.505050505050505
5368,1562101,-0.33333333333333326,bad,50.505050505050505
3210,1101270,-0.33333333333333326,bad,50.505050505050505
1270,434300,-0.33333333333333326,bad,50.505050505050505
8947,1918069,-0.33333333333333326,bad,50.505050505050505
11117,2133973,-0.33333333333333326,bad,50.505050505050505
7399,1749151,-0.33333333333333326,bad,50.505050505050505
10641,2095172,-0.33333333333333326,bad,50.505050505050505
1443,523455,-0.33333333333333326,bad,50.505050505050505
2182,791762,-0.33333333333333326,bad,50.505050505050505
1962,693707,-0.33333333333333326,bad,50.505050505050505
7408,1750157,-0.33333333333333326,bad,50.505050505050505
7011,1716382,-0.33333333333333326,bad,50.505050505050505
5117,1532883,-0.33333333333333326,bad,50.505050505050505
5528,1581898,-0.33333333333333326,bad,50.505050505050505
9482,1985030,-0.33333333333333326,bad,50.505050505050505
7417,1750614,-0.33333333333333326,bad,50.505050505050505
3737,1250121,-0.33333333333333326,bad,50.505050505050505
3337,1141535,-0.33333333333333326,bad,50.505050505050505
7422,1750911,-0.33333333333333326,bad,50.505050505050505
3735,1249873,-0.33333333333333326,bad,50.505050505050505
11478,2157702,-0.33333333333333326,bad,50.505050505050505
6193,1641202,-0.33333333333333326,bad,50.505050505050505
2477,901918,-0.33333333333333326,bad,50.505050505050505
10610,2092737,-0.33333333333333326,bad,50.505050505050505
4995,1518658,-0.33333333333333326,bad,50.505050505050505
832,267465,-0.33333333333333326,bad,50.505050505050505
544,161121,-0.33333333333333326,bad,50.505050505050505
5533,1582499,-0.33333333333333326,bad,50.505050505050505
4071,1341225,-0.33333333333333326,bad,50.505050505050505
7380,1747416,-0.33333333333333326,bad,50.505050505050505
518,156059,-0.33333333333333326,bad,50.505050505050505
3311,1135121,-0.33333333333333326,bad,50.505050505050505
1558,546782,-0.33333333333333326,bad,50.505050505050505
864,289078,-0.33333333333333326,bad,50.505050505050505
3051,1037050,-0.33333333333333326,bad,50.505050505050505
2538,911337,-0.33333333333333326,bad,50.505050505050505
7060,1720464,-0.33333333333333326,bad,50.505050505050505
10753,2104829,-0.33333333333333326,bad,50.505050505050505
2618,921732,-0.33333333333333326,bad,50.505050505050505
10749,2104201,-0.33333333333333326,bad,50.505050505050505
3115,1060904,-0.33333333333333326,bad,50.505050505050505
2254,821438,-0.33333333333333326,bad,50.505050505050505
3973,1314564,-0.33333333333333326,bad,50.505050505050505
10739,2103358,-0.33333333333333326,bad,50.505050505050505
3984,1318395,-0.33333333333333326,bad,50.505050505050505
8375,1852424,-0.33333333333333326,bad,50.505050505050505
496,153102,-0.33333333333333326,bad,50.505050505050505
841,270410,-0.33333333333333326,bad,50.505050505050505
1948,689533,-0.33333333333333326,bad,50.505050505050505
10705,2100098,-0.33333333333333326,bad,50.505050505050505
4843,1492699,-0.33333333333333326,bad,50.505050505050505
502,154192,-0.33333333333333326,bad,50.505050505050505
6695,1687705,-0.33333333333333326,bad,50.505050505050505
6694,1687651,-0.33333333333333326,bad,50.505050505050505
11102,2133010,-0.33333333333333326,bad,50.505050505050505
7369,1746853,-0.33333333333333326,bad,50.505050505050505
8422,1857313,-0.33333333333333326,bad,50.505050505050505
3029,1032253,-0.33333333333333326,bad,50.505050505050505
4024,1327984,-0.33333333333333326,bad,50.505050505050505
2108,763684,-0.33333333333333326,bad,50.505050505050505
2315,842754,-0.33333333333333326,bad,50.505050505050505
11107,2133553,-0.33333333333333326,bad,50.505050505050505
7624,1767476,-0.33333333333333326,bad,50.505050505050505
998,325172,-0.33333333333333326,bad,50.505050505050505
1346,475556,-0.33333333333333326,bad,50.505050505050505
3325,1138641,-0.33333333333333326,bad,50.505050505050505
5204,1542868,-0.33333333333333326,bad,50.505050505050505
5829,1611304,-0.33333333333333326,bad,50.505050505050505
3354,1148121,-0.33333333333333326,bad,50.505050505050505
5594,1588132,-0.33333333333333326,bad,50.505050505050505
1098,368261,-0.33333333333333326,bad,50.505050505050505
9183,1952964,-0.33333333333333326,bad,50.505050505050505
10289,2066684,-0.33333333333333326,bad,50.505050505050505
2909,992930,-0.33333333333333326,bad,50.505050505050505
11340,2150581,-0.33333333333333326,bad,50.505050505050505
144,47654,-0.33333333333333326,bad,50.505050505050505
5208,1543346,-0.33333333333333326,bad,50.505050505050505
659,197946,-0.33333333333333326,bad,50.505050505050505
3318,1136548,-0.33333333333333326,bad,50.505050505050505
3392,1159677,-0.33333333333333326,bad,50.505050505050505
247,74469,-0.33333333333333326,bad,50.505050505050505
2712,935142,-0.33333333333333326,bad,50.505050505050505
1588,556798,-0.33333333333333326,bad,50.505050505050505
656,197670,-0.33333333333333326,bad,50.505050505050505
915,304795,-0.33333333333333326,bad,50.505050505050505
10300,2067179,-0.33333333333333326,bad,50.505050505050505
9185,1952995,-0.33333333333333326,bad,50.505050505050505
5841,1612417,-0.33333333333333326,bad,50.505050505050505
2946,1003673,-0.33333333333333326,bad,50.505050505050505
3611,1206814,-0.33333333333333326,bad,50.505050505050505
6337,1655766,-0.33333333333333326,bad,50.505050505050505
3174,1081251,-0.33333333333333326,bad,50.505050505050505
6498,1670097,-0.33333333333333326,bad,50.505050505050505
4440,1431490,-0.33333333333333326,bad,50.505050505050505
